/Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/center_2023_06_18_19_32_44_275.jpg, /Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/left_2023_06_18_19_32_44_275.jpg, /Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/right_2023_06_18_19_32_44_275.jpg,0,0,0,7.97E-05
/Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/center_2023_06_18_19_32_44_385.jpg, /Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/left_2023_06_18_19_32_44_385.jpg, /Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/right_2023_06_18_19_32_44_385.jpg,0,0,0,7.80E-05
/Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/center_2023_06_18_19_32_44_493.jpg, /Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/left_2023_06_18_19_32_44_493.jpg, /Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/right_2023_06_18_19_32_44_493.jpg,0,0,0,7.91E-05
/Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/center_2023_06_18_19_32_44_595.jpg, /Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/left_2023_06_18_19_32_44_595.jpg, /Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/right_2023_06_18_19_32_44_595.jpg,0,0,0,7.93E-05
/Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/center_2023_06_18_19_32_44_804.jpg, /Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/left_2023_06_18_19_32_44_804.jpg, /Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/right_2023_06_18_19_32_44_804.jpg,0,0,0,7.86E-05
/Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/center_2023_06_18_19_32_44_905.jpg, /Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/left_2023_06_18_19_32_44_905.jpg, /Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/right_2023_06_18_19_32_44_905.jpg,0,0,0,7.83E-05
/Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/center_2023_06_18_19_32_45_006.jpg, /Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/left_2023_06_18_19_32_45_006.jpg, /Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/right_2023_06_18_19_32_45_006.jpg,0,0,0,7.79E-05
/Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/center_2023_06_18_19_32_45_120.jpg, /Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/left_2023_06_18_19_32_45_120.jpg, /Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/right_2023_06_18_19_32_45_120.jpg,0,0,0,7.89E-05
/Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/center_2023_06_18_19_32_45_226.jpg, /Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/left_2023_06_18_19_32_45_226.jpg, /Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/right_2023_06_18_19_32_45_226.jpg,0,0,0,8.05E-05
/Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/center_2023_06_18_19_32_45_442.jpg, /Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/left_2023_06_18_19_32_45_442.jpg, /Users/andrei/Documents/Maestria_MNA/Navegación_Autónoma/Semana8/Proyecto_Final/Software/driving/IMG/right_2023_06_18_19_32_45_442.jpg,-0.4495679,0.4495679,0,0.859381
