https://github.com/A01793891/ProyectoFinalNavegacionAutonoma/blob/main/center_2023_06_18_19_32_44_275.jpg,0,0,0,7.97E-05
https://github.com/A01793891/ProyectoFinalNavegacionAutonoma/blob/main/center_2023_06_18_19_32_44_385.jpg,0,0,0,7.80E-05
https://github.com/A01793891/ProyectoFinalNavegacionAutonoma/blob/main/center_2023_06_18_19_32_44_493.jpg,0,0,0,7.91E-05
https://github.com/A01793891/ProyectoFinalNavegacionAutonoma/blob/main/center_2023_06_18_19_32_44_595.jpg,0,0,0,7.93E-05
https://github.com/A01793891/ProyectoFinalNavegacionAutonoma/blob/main/center_2023_06_18_19_32_44_804.jpg,0,0,0,7.86E-05
https://github.com/A01793891/ProyectoFinalNavegacionAutonoma/blob/main/center_2023_06_18_19_32_44_905.jpg,0,0,0,7.83E-05
https://github.com/A01793891/ProyectoFinalNavegacionAutonoma/blob/main/center_2023_06_18_19_32_45_006.jpg,0,0,0,7.79E-05
https://github.com/A01793891/ProyectoFinalNavegacionAutonoma/blob/main/center_2023_06_18_19_32_45_120.jpg,0,0,0,7.89E-05
https://github.com/A01793891/ProyectoFinalNavegacionAutonoma/blob/main/center_2023_06_18_19_32_45_226.jpg,0,0,0,8.05E-05
https://github.com/A01793891/ProyectoFinalNavegacionAutonoma/blob/main/center_2023_06_18_19_32_45_442.jpg,-0.4495679,0.4495679,0,0.859381
https://github.com/A01793891/ProyectoFinalNavegacionAutonoma/blob/main/center_2023_06_18_19_32_45_542.jpg,-0.7596567,0.7596567,0,1.599846
https://github.com/A01793891/ProyectoFinalNavegacionAutonoma/blob/main/center_2023_06_18_19_32_45_653.jpg,-0.8335948,1,0,2.903703
https://github.com/A01793891/ProyectoFinalNavegacionAutonoma/blob/main/center_2023_06_18_19_32_45_760.jpg,-0.5512648,1,0,4.07979
https://github.com/A01793891/ProyectoFinalNavegacionAutonoma/blob/main/center_2023_06_18_19_32_45_876.jpg,-0.1647806,1,0,5.482078
